CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
54173692010538,59853380010538,2003,39,121,2146,2,30,2.0,2003,1,13.5,12.930654850486,833.0,3,3,3,4,6,N,2,0.4090625,9.8630532,4.8427591212,0.1590798611111111,39.59725,39.59725,39.59725,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,390.5497833237,390.5497833237,390.5497833237,191.7599436119367,191.7599436119367,191.7599436119367
54173718010538,59853380010538,2003,39,121,2146,4,30,1.0,2003,1,7.6,7.6,746.0,4,5,5,6,5,N,1,0.8317604166666667,7.62957195,3.74611982745,0.2499826388888889,47.5167,47.5167,47.5167,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,39.522510190625,39.522510190625,39.522510190625,362.532081476565,362.532081476565,362.532081476565,178.0032520049934,178.0032520049934,178.0032520049934
54173720010538,59853380010538,2003,39,121,2146,4,30,3.0,2003,1,21.2,21.2,407.0,3,5,4,8,29,N,1,6.326833333333333,113.7007872,55.8270865152,0.27270833333333333,8.19253448275862,8.19253448275862,8.19253448275862,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,51.83280025,51.83280025,51.83280025,931.4976198528,931.4976198528,931.4976198528,457.3653313477248,457.3653313477248,457.3653313477248
54173695010538,59853380010538,2003,39,121,2146,2,150,1.0,2003,1,13.1,12.845606851551,407.0,4,7,6,8,16,N,2,4.363333333333333,73.1867136,35.9346763776,0.3181597222222222,14.84896875,14.84896875,14.84896875,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,64.7910003125,64.7910003125,64.7910003125,1086.7472231616,1086.7472231616,1086.7472231616,533.5928865723456,533.5928865723456,533.5928865723456
54173696010538,59853380010538,2003,39,121,2146,2,150,2.0,2003,1,24.0,23.533936216582,316.0,2,3,3,4,9,N,2,0.61359375,13.43304963,6.59562736833,0.1590798611111111,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,354.607882974345,354.607882974345,354.607882974345,174.1124705404034,174.1124705404034,174.1124705404034
54173697010538,59853380010538,2003,39,121,2146,2,150,3.0,2003,1,24.475293665245,24.0,407.0,2,8,8,10,20,N,2,8.944833333333333,278.63227392,136.80844649472,0.4090625,11.879175,11.879175,11.879175,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,106.2572405125,106.2572405125,106.2572405125,3309.921542543616,3309.921542543616,3309.921542543616,1625.1714773889155,1625.1714773889155,1625.1714773889155
54173701010538,59853380010538,2003,39,121,2146,2,270,1.0,2003,1,3.0,2.98511157063,318.0,2,3,3,4,4,N,2,0.27270833333333333,8.0047968,3.9303552288,0.1590798611111111,59.395875,59.395875,59.395875,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,475.4519101332,475.4519101332,475.4519101332,233.4468878754012,233.4468878754012,233.4468878754012
54173702010538,59853380010538,2003,39,121,2146,2,270,2.0,2003,1,3.4,3.383126446714,318.0,2,3,3,4,3,N,2,0.20453125,6.0035976,2.9477664216,0.1590798611111111,79.1945,79.1945,79.1945,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,475.4519101332,475.4519101332,475.4519101332,233.4468878754012,233.4468878754012,233.4468878754012
54173703010538,59853380010538,2003,39,121,2146,2,270,3.0,2003,1,3.6,3.582133884756,318.0,2,5,4,5,29,N,2,3.242502083333333,95.177033952,46.731923670432,0.20453125,8.19253448275862,8.19253448275862,8.19253448275862,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,26.564310128125,26.564310128125,26.564310128125,779.741132618448,779.741132618448,779.741132618448,382.852896115658,382.852896115658,382.852896115658
54173704010538,59853380010538,2003,39,121,2146,2,270,4.0,2003,1,5.0,4.97518595105,318.0,2,4,3,4,5,N,2,0.34088541666666666,10.005996,4.912944036,0.1590798611111111,47.5167,47.5167,47.5167,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,475.4519101332,475.4519101332,475.4519101332,233.4468878754012,233.4468878754012,233.4468878754012
54173705010538,59853380010538,2003,39,121,2146,2,270,5.0,2003,1,5.2,5.174193389092,318.0,2,4,3,4,4,N,2,0.27270833333333333,8.0047968,3.9303552288,0.1590798611111111,59.395875,59.395875,59.395875,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,475.4519101332,475.4519101332,475.4519101332,233.4468878754012,233.4468878754012,233.4468878754012
54173706010538,59853380010538,2003,39,121,2146,2,270,6.0,2003,1,16.0,15.92059504336,833.0,3,4,3,4,7,N,2,0.47723958333333333,11.5068954,5.6498856414,0.1590798611111111,33.9405,33.9405,33.9405,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,390.5497833237,390.5497833237,390.5497833237,191.7599436119367,191.7599436119367,191.7599436119367
54174991010538,59854367010538,2003,39,127,3072,2,150,1.0,2003,1,15.6,15.522580167276,316.0,1,7,5,9,24,N,1,6.9377,204.2784119376,100.3007002613616,0.43611959985918974,9.8993125,9.8993125,13.569549835618789,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,68.67846033125,68.67846033125,94.14146589457248,2022.2158367740328,2022.2158367740328,2771.9660911283277,992.9079758560501,992.9079758560501,1361.0353507440088
54175000010538,59854367010538,2003,39,127,3072,3,150,1.0,2003,2,4.5,4.5,972.0,3,4,3,9,33,N,1,8.0994375,135.539486082,66.549887666262,1.008253412890344,7.1995,7.1995,26.617890100305083,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,58.31190028125,58.31190028125,215.58993724928973,975.816530047359,975.816530047359,3607.7751447825062,479.12591625325325,479.12591625325325,1771.4175960882105
54175001010538,59854367010538,2003,39,127,3072,3,150,2.0,2003,2,5.8,5.8,972.0,3,5,4,6,13,N,1,1.8435083333333333,30.8500648456,15.1473818391896,0.84021117740862,18.275653846153848,18.275653846153848,67.56849025462058,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,33.6913201625,33.6913201625,124.56307485514517,563.8051062495852,563.8051062495852,2084.492305874337,276.82830716854636,276.82830716854636,1023.4857221842994
54175005010538,59854367010538,2003,39,127,3072,3,270,1.0,2003,2,13.0,13.0,999.0,4,5,3,7,20,N,1,3.1634166666666665,43.11154848,21.81444353088,0.84021117740862,11.879175,11.879175,43.91951866550338,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,37.57878018125,37.57878018125,138.93573733843115,512.129628914904,512.129628914904,1893.438458166114,259.13759223094144,259.13759223094144,958.0798598320537
54175014010538,59854367010538,2003,39,127,3072,4,270,1.0,2003,1,17.5,16.76195999137,999.0,4,5,4,5,10,N,1,1.1181041666666667,15.23770248,7.71027745488,0.28036259990947915,23.75835,23.75835,32.5669196054851,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,26.564310128125,26.564310128125,36.41320850639124,362.022668715708,362.022668715708,496.24503163846083,183.18347037014826,183.18347037014826,251.09998600906118
54176521010538,59855376010538,2003,39,135,1422,4,270,1.0,2003,1,10.8,10.47753900157,400.0,1,4,3,5,19,N,1,1.7616958333333332,68.1564884,33.4648358044,0.23416815742397137,12.504394736842105,12.504394736842105,16.105839374823464,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,28.373590118962433,852.2556348306,852.2556348306,1097.7174545224186,418.4575167018246,418.4575167018246,538.9792701705076
54174697010538,59856286010538,2003,39,141,3077,1,150,1.0,2003,1,11.9,11.840942563499,802.0,3,5,4,5,8,N,2,0.8944833333333333,18.687116448,9.175374175968,0.29022586932128525,29.6979375,29.6979375,42.140796225450615,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,26.564310128125,26.564310128125,37.69423987706182,554.968816327926,554.968816327926,787.4899662764345,272.48968881701165,272.48968881701165,386.65757344172937
54174698010538,59856286010538,2003,39,141,3077,1,150,2.0,2003,1,22.0,21.89081818462,802.0,2,9,5,11,30,N,1,11.944625,333.61624296,163.80557529336,0.5159571010156182,7.91945,7.91945,11.237545660120166,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,94.59486045625,94.59486045625,134.22826883051283,2642.057155309572,2642.057155309572,3749.0277632207426,1297.250063257,1297.250063257,1840.7726317413844
54174719010538,59856286010538,2003,39,141,3077,4,150,1.0,2003,1,16.0,15.522280002325,130.0,4,4,3,6,16,N,1,1.9635,22.180230072,11.555899867512,0.29022586932128525,14.84896875,14.84896875,21.070398112725307,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,29.155950140625,29.155950140625,41.37172669433615,329.35354320693824,329.35354320693824,467.3462778488819,171.59319601081484,171.59319601081484,243.48741075926748
54174720010538,59856286010538,2003,39,141,3077,4,150,2.0,2003,1,20.4,19.790907002965,130.0,4,5,4,6,15,N,1,2.127125,24.028582578,12.518891523138,0.3224731881347614,15.8389,15.8389,22.47509132024033,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,33.6913201625,33.6913201625,47.80732862456621,380.5863165946842,380.5863165946842,540.0445877364858,198.28547094583047,198.28547094583047,281.3632302107091
54174713010538,59856286010538,2003,39,141,3077,3,270,1.0,2003,1,0.6,0.597022314126,602.0,3,4,3,5,3,N,2,0.2781625,5.1608579022,2.5339812299802,0.2579785505078091,79.1945,79.1945,112.37545660120165,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,31.258637946831755,408.7115611357779,408.7115611357779,579.9537632136447,200.67737651766694,200.67737651766694,284.75729773789953
54174724010538,59856286010538,2003,39,141,3077,4,270,1.0,2003,1,13.1,13.1,901.0,1,8,6,10,27,N,1,10.01385,412.4103984,202.4935056144,0.5159571010156182,8.799388888888888,8.799388888888888,12.48616184457796,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,88.115760425,88.115760425,125.03455178732702,3628.9594773432,3628.9594773432,5149.422980809276,1781.8191033755113,1781.8191033755113,2528.3666835773543
54174725010538,59856286010538,2003,39,141,3077,4,270,2.0,2003,1,22.5,22.5,901.0,3,3,3,5,9,N,1,0.8344875,20.0362718556,9.8378094810996,0.2579785505078091,26.39816666666667,26.39816666666667,37.458485533733885,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,31.258637946831755,528.9208438227714,528.9208438227714,750.5283994529519,259.7001343169808,259.7001343169808,368.5094441313994
54172675010538,59857241010538,2003,39,145,4951,2,30,1.0,2003,1,8.5,7.751332793988,800.0,4,6,4,10,13,Y,1,4.112441666666666,63.589534008,31.222461197928,0.3181597222222222,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,75.1575603625,75.1575603625,75.1575603625,1162.140311768436,1162.140311768436,1162.140311768436,570.6108930783021,570.6108930783021,570.6108930783021
54172685010538,59857241010538,2003,39,145,4951,3,30,1.0,2003,1,25.6,20.48,800.0,4,4,3,6,6,N,1,0.7363125,11.38539402,5.59022846382,0.20453125,39.59725,39.59725,39.59725,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,29.155950140625,29.155950140625,29.155950140625,450.830293358445,450.830293358445,450.830293358445,221.3576740389965,221.3576740389965,221.3576740389965
54172696010538,59857241010538,2003,39,145,4951,4,150,1.0,2003,1,7.2,7.120341740652,800.0,4,5,3,6,19,N,1,2.33165625,36.05374773,17.70239013543,0.20453125,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,29.155950140625,29.155950140625,29.155950140625,450.830293358445,450.830293358445,450.830293358445,221.3576740389965,221.3576740389965,221.3576740389965
54172670010538,59857241010538,2003,39,145,4951,1,270,1.0,2003,1,11.8,10.956024952446,602.0,4,8,5,9,14,N,3,4.046991666666667,47.652841236,23.397545046876,0.3181597222222222,16.97025,16.97025,16.97025,,,,,,,2005-04-14 13:28:30,2025-01-13 08:35:14,1,,,,,,68.67846033125,68.67846033125,68.67846033125,808.680628985229,808.680628985229,808.680628985229,397.06218883174745,397.06218883174745,397.06218883174745
54172671010538,59857241010538,2003,39,145,4951,1,270,2.0,2003,1,16.5,15.319865399607,602.0,4,8,5,12,11,N,3,5.069647916666667,59.694495861,29.309997467751,0.38633680555555555,21.5985,21.5985,21.5985,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,109.496790528125,109.496790528125,109.496790528125,1289.3115688538085,1289.3115688538085,1289.3115688538085,633.05198030722,633.05198030722,633.05198030722
54172681010538,59857241010538,2003,39,145,4951,2,270,1.0,2003,1,24.6,22.433269027308,800.0,4,5,3,10,29,Y,1,8.620310416666667,133.293446286,65.447082126426,0.2954340277777778,8.19253448275862,8.19253448275862,8.19253448275862,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,70.622190340625,70.622190340625,70.622190340625,1092.011155023789,1092.011155023789,1092.011155023789,536.1774771166804,536.1774771166804,536.1774771166804
54178528010538,59859396010538,2003,39,157,3047,2,30,3.0,2003,1,9.5,8.146182794269,999.0,4,11,7,15,32,N,2,23.911066666666667,325.863842304,164.887104205824,0.4999652777777778,7.424484375,7.424484375,7.424484375,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,177.52734085625,177.52734085625,177.52734085625,2419.371005563512,2419.371005563512,2419.371005563512,1224.2017288151371,1224.2017288151371,1224.2017288151371
54180921010538,59858451010538,2003,39,155,3843,4,270,1.0,2003,2,22.5,22.5,999.0,4,6,4,10,34,N,1,10.755616666666667,146.579264832,74.169108004992,1.2726388888888889,6.98775,6.98775,27.951,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,75.1575603625,75.1575603625,300.63024145,1024.259257829808,1024.259257829808,4097.037031319232,518.2751844618829,518.2751844618829,2073.1007378475315
54178526010538,59859396010538,2003,39,157,3047,2,30,1.0,2003,1,5.6,4.80196038399,621.0,3,3,3,5,5,N,2,0.46360416666666665,6.05192588,2.97149560708,0.18180555555555555,47.5167,47.5167,47.5167,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,22.02894010625,287.567546462196,287.567546462196,287.567546462196,141.19566531293825,141.19566531293825,141.19566531293825
54178527010538,59859396010538,2003,39,157,3047,2,30,2.0,2003,1,6.3,5.402205431989,999.0,4,12,7,14,34,N,2,22.716604166666666,309.58551624,156.65027121744,0.47723958333333333,6.98775,6.98775,6.98775,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,158.737950765625,158.737950765625,158.737950765625,2163.30619110606,2163.30619110606,2163.30619110606,1094.6329326996663,1094.6329326996663,1094.6329326996663
54178519010538,59859396010538,2003,39,157,3047,1,150,1.0,2003,1,7.6,7.452413135251,999.0,4,7,5,8,5,N,1,1.2135520833333333,16.53848196,8.36847187176,0.2954340277777778,47.5167,47.5167,47.5167,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,57.663990278125,57.663990278125,57.663990278125,785.854085748732,785.854085748732,785.854085748732,397.6421673888584,397.6421673888584,397.6421673888584
54178534010538,59859396010538,2003,39,157,3047,2,270,1.0,2003,1,8.3,8.138819608235,999.0,3,10,9,14,30,N,1,22.6620625,330.9023718,167.4366001308,0.5226909722222223,7.91945,7.91945,7.91945,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,179.471070865625,179.471070865625,179.471070865625,2620.56478835151,2620.56478835151,2620.56478835151,1326.005782905864,1326.005782905864,1326.005782905864
54175832010538,59860065010538,2003,39,165,2505,1,30,1.0,2003,1,15.7,15.526300740032,318.0,2,3,3,4,12,N,1,0.818125,24.0143904,11.7910656864,0.1590798611111111,19.798625,19.798625,19.798625,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,475.4519101332,475.4519101332,475.4519101332,233.4468878754012,233.4468878754012,233.4468878754012
54175835010538,59860065010538,2003,39,165,2505,1,150,1.0,2003,1,19.4,19.4,999.0,4,8,7,10,20,N,1,8.126708333333333,110.75208144,56.04055320864,0.38633680555555555,11.879175,11.879175,11.879175,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,96.538590465625,96.538590465625,96.538590465625,1315.643357040012,1315.643357040012,1315.643357040012,665.7155386622461,665.7155386622461,665.7155386622461
54175836010538,59860065010538,2003,39,165,2505,1,150,2.0,2003,1,19.5,19.5,999.0,3,6,3,9,52,N,1,12.76275,186.3565704,94.2964246224,0.27270833333333333,4.568913461538462,4.568913461538462,4.568913461538462,,,,,,,2005-04-14 13:28:31,2025-01-13 08:35:14,1,,,,,,58.31190028125,58.31190028125,58.31190028125,851.4470431467,851.4470431467,851.4470431467,430.8322038322302,430.8322038322302,430.8322038322302
56709389010538,59884897010538,2004,39,13,3399,3,30,1.0,2004,2,5.7,5.7,316.0,2,10,9,12,20,N,1,12.271875,268.6609926,131.9125473666,2.5523959775480347,11.879175,11.879175,63.53278216113851,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,145.779750703125,145.779750703125,779.6663610837217,3191.470946769105,3191.470946769105,17068.780318051045,1567.0122348636305,1567.0122348636305,8380.771136163063
56709392010538,59884897010538,2004,39,13,3399,3,150,1.0,2004,2,19.5,19.475670608118,316.0,2,6,3,6,43,N,1,5.27690625,115.524226818,56.722395367638,1.093883990377729,5.525197674418605,5.525197674418605,29.550131237738842,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,29.155950140625,29.155950140625,155.93327221674434,638.294189353821,638.294189353821,3413.7560636102094,313.4024469727261,313.4024469727261,1676.1542272326128
56709393010538,59884897010538,2004,39,13,3399,3,150,2.0,2004,2,20.6,20.574298180884,316.0,2,7,5,8,19,N,1,4.611497916666667,100.9568307748,49.5698039104268,1.580054652767831,12.504394736842105,12.504394736842105,66.87661280119843,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,57.663990278125,57.663990278125,308.4013606064499,1262.4040633886682,1262.4040633886682,6751.650881362414,619.8403951238361,619.8403951238361,3315.0605827489453
56708372010538,59885224010538,2004,39,13,4479,1,270,1.0,2004,1,19.1,19.1,316.0,1,3,3,4,18,N,1,1.2271875,36.134153055,17.741869150005,0.228629721159089,13.199083333333334,13.199083333333334,18.969734578456983,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,23.27942115300018,476.93769735236623,476.93769735236623,685.4552926706906,234.17640940001183,234.17640940001183,336.55854870130906
56707360010538,59886638010538,2004,39,25,5374,2,270,1.0,2004,1,19.1,19.1,762.0,1,7,7,10,17,N,1,6.907702083333334,202.5890867,99.4712415697,0.38633680555555555,13.9755,13.9755,13.9755,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,96.538590465625,96.538590465625,96.538590465625,2831.28378117585,2831.28378117585,2831.28378117585,1390.1603365573424,1390.1603365573424,1390.1603365573424
56707369010538,59886638010538,2004,39,25,5374,3,270,1.0,2004,1,1.3,1.293548347273,931.0,2,4,3,5,15,N,1,1.3908125,28.43132292,13.95977955372,0.18180555555555555,15.8389,15.8389,15.8389,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,22.02894010625,450.320880597588,450.320880597588,450.320880597588,221.1075523734157,221.1075523734157,221.1075523734157
56707370010538,59886638010538,2004,39,25,5374,3,270,2.0,2004,1,7.5,7.462778926575,975.0,3,5,4,5,8,N,1,0.8944833333333333,15.6194822784,7.6691657986944,0.20453125,29.6979375,29.6979375,29.6979375,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,26.564310128125,26.564310128125,26.564310128125,463.8664084862808,463.8664084862808,463.8664084862808,227.75840656676388,227.75840656676388,227.75840656676388
56707371010538,59886638010538,2004,39,25,5374,3,270,3.0,2004,1,14.5,14.428039258045,998.0,4,18,11,23,34,N,1,60.268541666666664,821.3493288,403.2825204408,0.7726736111111111,6.98775,6.98775,6.98775,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,421.14150203125,421.14150203125,421.14150203125,5739.3837723222,5739.3837723222,5739.3837723222,2818.0374322102,2818.0374322102,2818.0374322102
56707372010538,59886638010538,2004,39,25,5374,3,270,4.0,2004,1,16.9,16.816128514549,998.0,3,6,5,7,13,N,1,2.623454166666667,38.30662836,18.80855452476,0.27270833333333333,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,47.94534023125,47.94534023125,47.94534023125,700.07867992062,700.07867992062,700.07867992062,343.7386318410244,343.7386318410244,343.7386318410244
56708509010538,59886738010538,2004,39,27,3456,1,30,1.0,2004,1,23.6,23.6,998.0,4,3,3,6,22,N,1,2.6998125,36.79347672,18.06559706952,0.20453125,10.79925,10.79925,10.79925,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,29.155950140625,29.155950140625,29.155950140625,397.34195346846,397.34195346846,397.34195346846,195.09489915301387,195.09489915301387,195.09489915301387
56708521010538,59886738010538,2004,39,27,3456,2,30,1.0,2004,1,3.8,3.8,998.0,4,5,3,7,17,N,1,2.6889041666666667,36.644816208,17.992604758128,0.22725694444444444,13.9755,13.9755,13.9755,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,37.57878018125,37.57878018125,37.57878018125,512.129628914904,512.129628914904,512.129628914904,251.45564779721786,251.45564779721786,251.45564779721786
56708522010538,59886738010538,2004,39,27,3456,2,30,2.0,2004,1,10.0,10.0,998.0,4,6,4,7,19,N,1,3.3679479166666666,45.89893308,22.53637614228,0.2499826388888889,12.504394736842105,12.504394736842105,12.504394736842105,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,42.114150203125,42.114150203125,42.114150203125,573.93837723222,573.93837723222,573.93837723222,281.80374322102,281.80374322102,281.80374322102
56708523010538,59886738010538,2004,39,27,3456,2,30,3.0,2004,1,19.0,19.0,402.0,4,3,3,5,23,N,1,2.1325791666666665,33.53438088,16.46538101208,0.18180555555555555,10.329717391304348,10.329717391304348,10.329717391304348,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,22.02894010625,22.02894010625,22.02894010625,346.40067738276,346.40067738276,346.40067738276,170.08273259493515,170.08273259493515,170.08273259493515
56708543010538,59886738010538,2004,39,27,3456,4,30,1.0,2004,1,18.5,18.5,602.0,3,4,3,14,43,Y,1,24.039239583333334,446.0094353715,218.9906327674065,0.38633680555555555,5.525197674418605,5.525197674418605,5.525197674418605,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,132.821550640625,132.821550640625,132.821550640625,2464.290295083367,2464.290295083367,2464.290295083367,1209.966534885933,1209.966534885933,1209.966534885933
56708512010538,59886738010538,2004,39,27,3456,1,150,1.0,2004,1,4.2,4.2,975.0,3,11,9,16,61,N,1,56.06065208333333,978.9320036496,480.6556137919536,0.5681423611111112,3.894811475409836,3.894811475409836,3.894811475409836,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,218.345671053125,218.345671053125,218.345671053125,3812.7556014604056,3812.7556014604056,3812.7556014604056,1872.063000317059,1872.063000317059,1872.063000317059
56708526010538,59886738010538,2004,39,27,3456,2,150,1.0,2004,1,3.7,3.7,998.0,4,5,5,6,5,N,1,0.8317604166666667,11.33536404,5.56566374364,0.2499826388888889,47.5167,47.5167,47.5167,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,39.522510190625,39.522510190625,39.522510190625,538.619092479468,538.619092479468,538.619092479468,264.4619744074188,264.4619744074188,264.4619744074188
56708527010538,59886738010538,2004,39,27,3456,2,150,2.0,2004,1,15.0,15.0,402.0,3,3,3,4,3,N,1,0.20453125,3.4459425,1.6919577675,0.1590798611111111,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,16.197750078125,16.197750078125,16.197750078125,272.89969331625,272.89969331625,272.89969331625,133.99374941827875,133.99374941827875,133.99374941827875
56708528010538,59886738010538,2004,39,27,3456,2,150,3.0,2004,1,17.0,17.0,402.0,3,5,3,7,20,N,1,3.1634166666666665,53.297244,26.168946804,0.22725694444444444,11.879175,11.879175,11.879175,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,37.57878018125,37.57878018125,37.57878018125,633.1272884937,633.1272884937,633.1272884937,310.8654986504067,310.8654986504067,310.8654986504067
56708516010538,59886738010538,2004,39,27,3456,1,270,1.0,2004,1,10.2,10.2,998.0,2,6,3,10,49,N,1,14.565352083333334,368.640904632,181.002684174312,0.2954340277777778,4.848642857142857,4.848642857142857,4.848642857142857,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,70.622190340625,70.622190340625,70.622190340625,1787.408089094628,1787.408089094628,1787.408089094628,877.6173717454624,877.6173717454624,877.6173717454624
56708517010538,59886738010538,2004,39,27,3456,1,270,2.0,2004,1,11.5,11.5,998.0,2,5,3,10,48,N,1,14.2681,361.117620864,177.308751844224,0.2954340277777778,4.94965625,4.94965625,4.94965625,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,70.622190340625,70.622190340625,70.622190340625,1787.408089094628,1787.408089094628,1787.408089094628,877.6173717454624,877.6173717454624,877.6173717454624
56708549010538,59886738010538,2004,39,27,3456,4,270,1.0,2004,1,13.2,13.2,800.0,3,10,3,12,48,N,1,20.0277,331.80291144,162.91522951704,0.34088541666666666,4.94965625,4.94965625,4.94965625,,,,,,,2005-10-31 11:59:10,2025-01-13 08:35:14,1,,,,,,99.130230478125,99.130230478125,99.130230478125,1642.3103543771924,1642.3103543771924,1642.3103543771924,806.3743839992015,806.3743839992015,806.3743839992015
56707312010538,59873691010538,2004,39,53,3579,2,30,1.0,2004,1,8.6,8.6,318.0,3,5,4,7,27,N,1,4.78603125,118.74258396,58.30260872436,0.2499826388888889,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2005-10-31 11:59:11,2025-01-13 08:35:14,1,,,,,,42.114150203125,42.114150203125,42.114150203125,1044.86217393558,1044.86217393558,1044.86217393558,513.0273274023698,513.0273274023698,513.0273274023698
