CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_DATE,MODIFIED_DATE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
62038043010538,66407994010538,2005,39,69,5636,150,2,2,2005,15,4,1,0,0,11.81336903413906,23.81336903413906,23.81336903413906,11.81336903413906,23.81336903413906,23.81336903413906,19.688948390231765,39.688948390231765,39.688948390231765,2006-05-03 10:42:46,2025-01-13 08:35:15,,,2,
62038052010538,66407994010538,2005,39,69,5636,150,3,2,2005,15,3,1,0,0,11.81336903413906,23.81336903413906,23.81336903413906,11.81336903413906,23.81336903413906,23.81336903413906,19.688948390231765,39.688948390231765,39.688948390231765,2006-05-03 10:42:46,2025-01-13 08:35:15,,,2,
62036757010538,66409182010538,2005,39,73,1771,150,1,1,2005,3,3,1,0,0,17.314770423525808,23.314770423525808,23.314770423525808,17.314770423525808,23.314770423525808,23.314770423525808,28.85795070587635,38.85795070587635,38.85795070587635,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62036770010538,66409182010538,2005,39,73,1771,150,3,1,2005,13,6,1,0,0,17.314770423525808,23.314770423525808,23.314770423525808,17.314770423525808,23.314770423525808,23.314770423525808,28.85795070587635,38.85795070587635,38.85795070587635,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62036778010538,66409182010538,2005,39,73,1771,150,4,1,2005,5,5,2,0,0,17.314770423525808,23.314770423525808,23.314770423525808,17.314770423525808,23.314770423525808,23.314770423525808,28.85795070587635,38.85795070587635,38.85795070587635,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62035948010538,66410984010538,2005,39,87,1355,150,1,1,2005,4,0,1,0,0,17.704339055017513,23.69685308828458,23.69685308828458,17.704339055017513,23.69685308828458,23.69685308828458,29.507231758362522,39.494755147140964,39.494755147140964,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62035957010538,66410984010538,2005,39,87,1355,150,2,1,2005,11,7,2,0,0,17.704339055017513,23.69685308828458,23.69685308828458,17.704339055017513,23.69685308828458,23.69685308828458,29.507231758362522,39.494755147140964,39.494755147140964,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62035965010538,66410984010538,2005,39,87,1355,150,3,2,2005,4,1,1,0,0,5.992514033267068,23.69685308828458,23.69685308828458,5.992514033267068,23.69685308828458,23.69685308828458,9.987523388778447,39.494755147140964,39.494755147140964,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62035975010538,66410984010538,2005,39,87,1355,150,4,1,2005,6,3,0,0,0,17.704339055017513,23.69685308828458,23.69685308828458,17.704339055017513,23.69685308828458,23.69685308828458,29.507231758362522,39.494755147140964,39.494755147140964,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62037952010538,66412678010538,2005,39,99,3684,150,1,1,2005,9,1,6,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62037960010538,66412678010538,2005,39,99,3684,150,2,1,2005,15,7,7,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62037968010538,66412678010538,2005,39,99,3684,150,3,1,2005,5,4,5,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62037976010538,66412678010538,2005,39,99,3684,150,4,1,2005,16,4,2,0,0,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,23.970223141259936,39.95037190209989,39.95037190209989,39.95037190209989,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62035869010538,66413241010538,2005,39,105,2390,150,1,1,2005,17,10,6,0,0,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,39.39659528704549,39.39659528704549,39.39659528704549,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62035881010538,66413241010538,2005,39,105,2390,150,2,1,2005,9,4,0,0,0,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,39.39659528704549,39.39659528704549,39.39659528704549,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62035892010538,66413241010538,2005,39,105,2390,150,3,1,2005,20,12,4,0,0,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,39.39659528704549,39.39659528704549,39.39659528704549,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62035902010538,66413241010538,2005,39,105,2390,150,4,1,2005,13,2,0,0,0,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,23.6379571722273,39.39659528704549,39.39659528704549,39.39659528704549,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036934010538,66414281010538,2005,39,113,3539,150,1,1,2005,14,2,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62036942010538,66414281010538,2005,39,113,3539,150,2,1,2005,14,3,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2006-05-03 10:42:46,2025-01-13 08:35:16,,,2,
62036820010538,66415946010538,2005,39,119,2977,150,1,1,2005,5,3,0,0,0,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,39.69517028559218,39.69517028559218,39.69517028559218,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036828010538,66415946010538,2005,39,119,2977,150,2,1,2005,12,3,0,0,0,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,39.69517028559218,39.69517028559218,39.69517028559218,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036837010538,66415946010538,2005,39,119,2977,150,3,1,2005,9,4,1,0,0,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,39.69517028559218,39.69517028559218,39.69517028559218,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036847010538,66415946010538,2005,39,119,2977,150,4,1,2005,7,2,0,0,0,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,23.817102171355305,39.69517028559218,39.69517028559218,39.69517028559218,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036705010538,66416242010538,2005,39,121,4839,150,3,2,2005,134,17,3,1,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036790010538,66416953010538,2005,39,129,4055,150,1,1,2005,35,4,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62036804010538,66416953010538,2005,39,129,4055,150,4,1,2005,3,4,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2006-05-03 10:42:47,2025-01-13 08:35:16,,,2,
62035999010538,66419770010538,2005,39,145,2326,150,2,1,2005,8,13,6,0,0,17.38866771307089,17.38866771307089,23.27215176721641,17.38866771307089,17.38866771307089,23.27215176721641,28.981112855118152,28.981112855118152,38.786919612027354,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036013010538,66419770010538,2005,39,145,2326,150,3,1,2005,16,12,4,0,0,17.38866771307089,17.38866771307089,23.27215176721641,17.38866771307089,17.38866771307089,23.27215176721641,28.981112855118152,28.981112855118152,38.786919612027354,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036032010538,66419770010538,2005,39,145,2326,150,4,1,2005,14,3,4,0,0,17.38866771307089,17.38866771307089,23.27215176721641,17.38866771307089,17.38866771307089,23.27215176721641,28.981112855118152,28.981112855118152,38.786919612027354,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036718010538,66422502010538,2005,39,163,2417,150,1,1,2005,13,4,1,0,0,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,39.645542187692065,39.645542187692065,39.645542187692065,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036728010538,66422502010538,2005,39,163,2417,150,2,1,2005,9,4,1,0,0,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,39.645542187692065,39.645542187692065,39.645542187692065,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036737010538,66422502010538,2005,39,163,2417,150,3,1,2005,4,2,1,0,0,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,39.645542187692065,39.645542187692065,39.645542187692065,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036747010538,66422502010538,2005,39,163,2417,150,4,1,2005,7,4,1,0,0,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,23.78732531261524,39.645542187692065,39.645542187692065,39.645542187692065,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036894010538,66422980010538,2005,39,165,2886,150,1,1,2005,0,0,0,0,0,17.933618117209786,23.933618117209786,23.933618117209786,17.933618117209786,23.933618117209786,23.933618117209786,29.889363528682974,39.88936352868298,39.88936352868298,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036902010538,66422980010538,2005,39,165,2886,150,2,2,2005,3,1,0,0,0,6.0,23.933618117209786,23.933618117209786,6.0,23.933618117209786,23.933618117209786,10.0,39.88936352868298,39.88936352868298,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036910010538,66422980010538,2005,39,165,2886,150,3,1,2005,37,6,0,0,0,17.933618117209786,23.933618117209786,23.933618117209786,17.933618117209786,23.933618117209786,23.933618117209786,29.889363528682974,39.88936352868298,39.88936352868298,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
62036922010538,66422980010538,2005,39,165,2886,150,4,1,2005,49,7,0,0,0,17.933618117209786,23.933618117209786,23.933618117209786,17.933618117209786,23.933618117209786,23.933618117209786,29.889363528682974,39.88936352868298,39.88936352868298,2006-05-03 10:42:47,2025-01-13 08:35:15,,,2,
175077449010661,76388826010538,2007,39,1,561,150,1,1,2007,14,4,2,0,0,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,39.756178659009095,39.756178659009095,39.756178659009095,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077450010661,76388826010538,2007,39,1,561,150,2,1,2007,5,2,0,0,0,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,39.756178659009095,39.756178659009095,39.756178659009095,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077451010661,76388826010538,2007,39,1,561,150,3,1,2007,11,2,1,0,0,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,39.756178659009095,39.756178659009095,39.756178659009095,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077452010661,76388826010538,2007,39,1,561,150,4,1,2007,7,2,0,0,0,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,23.853707195405455,39.756178659009095,39.756178659009095,39.756178659009095,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077560010661,76389426010538,2007,39,7,120,150,1,1,2007,11,4,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077561010661,76389426010538,2007,39,7,120,150,2,1,2007,2,2,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077562010661,76389426010538,2007,39,7,120,150,3,1,2007,2,2,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077563010661,76389426010538,2007,39,7,120,150,4,1,2007,3,3,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077656010661,76389048010538,2007,39,9,598,150,1,1,2007,0,0,0,0,0,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,39.716622348244286,39.716622348244286,39.716622348244286,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175077657010661,76389048010538,2007,39,9,598,150,2,1,2007,2,0,0,0,0,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,39.716622348244286,39.716622348244286,39.716622348244286,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175077658010661,76389048010538,2007,39,9,598,150,3,1,2007,5,6,0,0,0,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,39.716622348244286,39.716622348244286,39.716622348244286,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175077659010661,76389048010538,2007,39,9,598,150,4,1,2007,6,0,0,0,0,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,23.82997340894657,39.716622348244286,39.716622348244286,39.716622348244286,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175077800010661,76389772010538,2007,39,17,722,150,1,1,2007,0,0,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077801010661,76389772010538,2007,39,17,722,150,2,1,2007,0,0,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077802010661,76389772010538,2007,39,17,722,150,3,1,2007,0,0,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077803010661,76389772010538,2007,39,17,722,150,4,3,2007,1,0,0,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077878010661,76389470010538,2007,39,29,606,150,1,1,2007,18,8,0,0,0,17.817102171355305,23.809616204622372,23.809616204622372,17.817102171355305,23.809616204622372,23.809616204622372,29.695170285592177,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077879010661,76389470010538,2007,39,29,606,150,2,2,2007,8,10,1,0,0,5.992514033267068,23.809616204622372,23.809616204622372,5.992514033267068,23.809616204622372,23.809616204622372,9.987523388778447,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077880010661,76389470010538,2007,39,29,606,150,3,1,2007,28,8,0,0,0,17.817102171355305,23.809616204622372,23.809616204622372,17.817102171355305,23.809616204622372,23.809616204622372,29.695170285592177,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175077881010661,76389470010538,2007,39,29,606,150,4,1,2007,0,0,0,0,0,17.817102171355305,23.809616204622372,23.809616204622372,17.817102171355305,23.809616204622372,23.809616204622372,29.695170285592177,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078010010661,76389478010538,2007,39,35,575,150,1,1,2007,2,1,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078011010661,76389478010538,2007,39,35,575,150,2,1,2007,8,1,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078012010661,76389478010538,2007,39,35,575,150,3,1,2007,6,3,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078013010661,76389478010538,2007,39,35,575,150,4,1,2007,8,7,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078086010661,76390178010538,2007,39,41,574,150,1,1,2007,44,0,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078087010661,76390178010538,2007,39,41,574,150,2,2,2007,8,0,0,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078088010661,76390178010538,2007,39,41,574,150,3,1,2007,6,1,0,0,0,12.0,24.0,24.0,12.0,24.0,24.0,20.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078089010661,76390178010538,2007,39,41,574,150,4,3,2007,0,0,0,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078177010661,76388870010538,2007,39,53,778,150,1,1,2007,3,3,1,0,0,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,39.731225436565985,39.731225436565985,39.731225436565985,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078178010661,76388870010538,2007,39,53,778,150,2,1,2007,7,0,0,0,0,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,39.731225436565985,39.731225436565985,39.731225436565985,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078179010661,76388870010538,2007,39,53,778,150,3,1,2007,9,4,1,0,0,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,39.731225436565985,39.731225436565985,39.731225436565985,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078180010661,76388870010538,2007,39,53,778,150,4,1,2007,1,0,0,0,0,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,23.838735261939593,39.731225436565985,39.731225436565985,39.731225436565985,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078304010661,76389928010538,2007,39,61,506,150,1,1,2007,10,5,1,0,0,17.501430829408683,23.501430829408683,23.501430829408683,17.501430829408683,23.501430829408683,23.501430829408683,29.169051382347806,39.16905138234781,39.16905138234781,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078305010661,76389928010538,2007,39,61,506,150,2,1,2007,9,7,6,0,0,17.501430829408683,23.501430829408683,23.501430829408683,17.501430829408683,23.501430829408683,23.501430829408683,29.169051382347806,39.16905138234781,39.16905138234781,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078306010661,76389928010538,2007,39,61,506,150,3,2,2007,0,0,0,0,0,6.0,23.501430829408683,23.501430829408683,6.0,23.501430829408683,23.501430829408683,10.0,39.16905138234781,39.16905138234781,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078307010661,76389928010538,2007,39,61,506,150,4,1,2007,6,3,2,0,0,17.501430829408683,23.501430829408683,23.501430829408683,17.501430829408683,23.501430829408683,23.501430829408683,29.169051382347806,39.16905138234781,39.16905138234781,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078429010661,76389268010538,2007,39,67,363,150,1,1,2007,11,3,2,0,0,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,39.22322702763681,39.22322702763681,39.22322702763681,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078430010661,76389268010538,2007,39,67,363,150,2,1,2007,44,11,4,0,0,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,39.22322702763681,39.22322702763681,39.22322702763681,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078431010661,76389268010538,2007,39,67,363,150,3,1,2007,14,4,2,0,0,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,39.22322702763681,39.22322702763681,39.22322702763681,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078432010661,76389268010538,2007,39,67,363,150,4,1,2007,6,2,0,0,0,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,23.533936216582084,39.22322702763681,39.22322702763681,39.22322702763681,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175078555010661,76389074010538,2007,39,73,197,150,1,1,2007,12,4,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078556010661,76389074010538,2007,39,73,197,150,2,1,2007,8,0,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078557010661,76389074010538,2007,39,73,197,150,3,1,2007,16,8,5,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078558010661,76389074010538,2007,39,73,197,150,4,1,2007,12,2,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078715010661,76390278010538,2007,39,83,604,150,1,1,2007,6,4,3,0,0,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,39.11505534267039,39.11505534267039,39.11505534267039,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078716010661,76390278010538,2007,39,83,604,150,2,1,2007,10,3,3,0,0,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,39.11505534267039,39.11505534267039,39.11505534267039,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078717010661,76390278010538,2007,39,83,604,150,3,1,2007,7,6,5,0,0,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,39.11505534267039,39.11505534267039,39.11505534267039,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078718010661,76390278010538,2007,39,83,604,150,4,1,2007,10,0,4,0,0,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,23.469033205602233,39.11505534267039,39.11505534267039,39.11505534267039,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078858010661,76388932010538,2007,39,87,319,150,1,1,2007,11,9,0,0,0,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,39.590788530136294,39.590788530136294,39.590788530136294,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078859010661,76388932010538,2007,39,87,319,150,2,1,2007,5,2,0,0,0,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,39.590788530136294,39.590788530136294,39.590788530136294,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078860010661,76388932010538,2007,39,87,319,150,3,1,2007,6,1,1,0,0,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,39.590788530136294,39.590788530136294,39.590788530136294,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175078861010661,76388932010538,2007,39,87,319,150,4,1,2007,11,3,1,0,0,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,23.754473118081776,39.590788530136294,39.590788530136294,39.590788530136294,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175079003010661,76389318010538,2007,39,111,537,150,1,1,2007,28,11,0,0,0,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,39.14024826812981,39.14024826812981,39.14024826812981,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175079004010661,76389318010538,2007,39,111,537,150,2,1,2007,0,1,3,0,0,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,39.14024826812981,39.14024826812981,39.14024826812981,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175079005010661,76389318010538,2007,39,111,537,150,3,1,2007,8,1,0,0,0,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,39.14024826812981,39.14024826812981,39.14024826812981,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175079006010661,76389318010538,2007,39,111,537,150,4,1,2007,6,4,1,0,0,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,23.484148960877885,39.14024826812981,39.14024826812981,39.14024826812981,2008-12-29 10:31:57,2025-01-13 08:35:15,,,2,
175079154010661,76389620010538,2007,39,133,64,150,1,1,2007,21,6,1,0,0,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,39.682693674370626,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079155010661,76389620010538,2007,39,133,64,150,2,1,2007,17,5,1,0,0,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,39.682693674370626,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079156010661,76389620010538,2007,39,133,64,150,3,1,2007,9,2,3,0,0,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,39.682693674370626,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079157010661,76389620010538,2007,39,133,64,150,4,1,2007,10,9,3,0,0,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,23.809616204622372,39.682693674370626,39.682693674370626,39.682693674370626,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079301010661,76389020010538,2007,39,145,33,150,1,1,2007,14,4,1,0,0,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,35.721524506898284,35.721524506898284,35.721524506898284,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079302010661,76389020010538,2007,39,145,33,150,2,1,2007,9,2,4,0,0,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,35.721524506898284,35.721524506898284,35.721524506898284,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079303010661,76389020010538,2007,39,145,33,150,3,1,2007,16,3,5,0,0,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,35.721524506898284,35.721524506898284,35.721524506898284,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079304010661,76389020010538,2007,39,145,33,150,4,1,2007,8,2,4,0,0,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,21.43291470413897,35.721524506898284,35.721524506898284,35.721524506898284,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
175079436010661,76389402010538,2007,39,157,295,150,1,1,2007,0,0,0,0,0,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,23.992514033267067,39.98752338877845,39.98752338877845,39.98752338877845,2008-12-29 10:31:57,2025-01-13 08:35:16,,,2,
