CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
43858457020004,2010,3,610,2010,Interior West                           ,Bryfus,Bryoria                                 ,132.0,39,fuscescens                              ,120,2012-06-19 19:07:48,
43858458020004,2010,3,618,2010,Interior West                           ,Brypse,Bryoria                                 ,47.0,13,pseudofuscescens                        ,120,2012-06-19 19:07:48,
43858459020004,2010,3,620,2010,Interior West                           ,Brysim,Bryoria                                 ,22.0,7,simplicior                              ,120,2012-06-19 19:07:48,
43858460020004,2010,3,1004,2010,Interior West                           ,Cetcan,Cetraria                                ,25.0,9,canadensis                              ,120,2012-06-19 19:07:48,
43858461020004,2010,3,1005,2010,Interior West                           ,Cetchl,Cetraria                                ,77.0,23,chlorophylla                            ,120,2012-06-19 19:07:48,
43858462020004,2010,3,1007,2010,Interior West                           ,Cetcor,Tuckermanella                           ,1.0,1,coralligera                             ,120,2012-06-19 19:07:48,
43858463020004,2010,3,1008,2010,Interior West                           ,Cetfen,Tuckermanella                           ,9.0,3,fendleri                                ,120,2012-06-19 19:07:48,
43858464020004,2010,3,1011,2010,Interior West                           ,Cetmer,Cetraria                                ,39.0,14,merrillii                               ,120,2012-06-19 19:07:48,
43858465020004,2010,3,1013,2010,Interior West                           ,Cetorb,Cetraria                                ,51.0,16,orbata                                  ,120,2012-06-19 19:07:48,
43858466020004,2010,3,1015,2010,Interior West                           ,Cetpin,Cetraria                                ,10.0,4,pinastri                                ,120,2012-06-19 19:07:48,
175531252010661,2001,1,4904,2001,Northeastern                            ,Plltri,Parmeliella                             ,2.0,3,triptophylla                            ,40,2009-01-12 12:44:14,
175531260010661,2001,1,5723,2001,Northeastern                            ,Physte,Physcia                                 ,25.0,30,stellaris                               ,40,2009-01-12 12:44:14,
175531261010661,2001,1,5900,2001,Northeastern                            ,Pho   ,Physconia                               ,2.0,3,,40,2009-01-12 12:44:14,
175531273010661,2001,1,8029,2001,Northeastern                            ,Usnfil,Usnea                                   ,3.0,3,filipendula                             ,40,2009-01-12 12:44:14,
175531275010661,2001,1,8041,2001,Northeastern                            ,Usnhir,Usnea                                   ,52.0,53,hirta                                   ,40,2009-01-12 12:44:14,
175531511010661,2002,1,1002,2002,Northeastern                            ,Cetaur,Cetraria                                ,3.0,2,aurescens                               ,91,2009-01-12 12:44:25,
175531514010661,2002,1,1013,2002,Northeastern                            ,Cetorb,Cetraria                                ,57.0,27,orbata                                  ,91,2009-01-12 12:44:25,
175531517010661,2002,1,1104,2002,Northeastern                            ,Celoli,Cetrelia                                ,9.0,4,olivetorum                              ,91,2009-01-12 12:44:25,
175531520010661,2002,1,1207,2002,Northeastern                            ,Clacae,Cladonia                                ,15.0,5,caespiticia                             ,91,2009-01-12 12:44:25,
175531527010661,2002,1,1220,2002,Northeastern                            ,Clagra,Cladonia                                ,23.0,10,grayi                                   ,91,2009-01-12 12:44:25,
175531529010661,2002,1,1228,2002,Northeastern                            ,Claoch,Cladonia                                ,53.0,20,ochrochlora                             ,91,2009-01-12 12:44:25,
175531203010661,2001,1,603,2001,Northeastern                            ,Brycap,Bryoria                                 ,8.0,8,capillaris                              ,40,2009-01-12 12:44:14,
175531206010661,2001,1,614,2001,Northeastern                            ,Brynad,Bryoria                                 ,3.0,3,nadvornikiana                           ,40,2009-01-12 12:44:14,
175531209010661,2001,1,1002,2001,Northeastern                            ,Cetaur,Cetraria                                ,6.0,8,aurescens                               ,40,2009-01-12 12:44:14,
175531632010661,2002,6,1203,2002,Mid-Atlantic                            ,Clabac,Cladonia                                ,3.0,2,bacillaris                              ,63,2009-01-12 12:44:25,
175531650010661,2002,6,3301,2002,Mid-Atlantic                            ,Imsale,Imshaugia                               ,5.0,5,aleurites                               ,63,2009-01-12 12:44:25,
175531653010661,2002,6,4200,2002,Mid-Atlantic                            ,Mye   ,Myelochroa                              ,3.0,2,,63,2009-01-12 12:44:25,
175531654010661,2002,6,4201,2002,Mid-Atlantic                            ,Myeaur,Myelochroa                              ,55.0,32,aurulenta                               ,63,2009-01-12 12:44:25,
175531655010661,2002,6,4202,2002,Mid-Atlantic                            ,Myegal,Myelochroa                              ,3.0,2,galbina                                 ,63,2009-01-12 12:44:25,
175531666010661,2002,6,5704,2002,Mid-Atlantic                            ,Phyame,Physcia                                 ,3.0,2,americana                               ,63,2009-01-12 12:44:25,
175531673010661,2002,6,6712,2002,Mid-Atlantic                            ,Punpun,Punctelia                               ,8.0,5,punctilla                               ,63,2009-01-12 12:44:25,
175531675010661,2002,6,6809,2002,Mid-Atlantic                            ,Pyxsub,Pyxine                                  ,8.0,5,subcinerea                              ,63,2009-01-12 12:44:25,
175532232010661,2004,6,5716,2004,Mid-Atlantic                            ,Phymil,Physcia                                 ,97.0,28,millegrana                              ,119,2009-01-12 12:44:43,
175532236010661,2004,6,5900,2004,Mid-Atlantic                            ,Pho   ,Physconia                               ,3.0,1,,119,2009-01-12 12:44:43,
175532240010661,2004,6,6711,2004,Mid-Atlantic                            ,Punsub,Punctelia                               ,3.0,1,subrudecta                              ,119,2009-01-12 12:44:43,
175532245010661,2004,6,8053,2004,Mid-Atlantic                            ,Usnmut,Usnea                                   ,1.0,1,mutabilis                               ,119,2009-01-12 12:44:43,
175532249010661,2004,6,8301,2004,Mid-Atlantic                            ,Cndcon,Candelaria                              ,31.0,9,concolor                                ,119,2009-01-12 12:44:43,
175532194010661,2004,6,803,2004,Mid-Atlantic                            ,Cancro,Canoparmelia                            ,24.0,7,crozalsiana                             ,119,2009-01-12 12:44:43,
175532218010661,2004,6,5300,2004,Mid-Atlantic                            ,Pmo   ,Parmotrema                              ,3.0,1,,119,2009-01-12 12:44:43,
175532223010661,2004,6,5318,2004,Mid-Atlantic                            ,Pmomar,Parmotrema                              ,3.0,1,margaritatum                            ,119,2009-01-12 12:44:43,
175532225010661,2004,6,5600,2004,Mid-Atlantic                            ,Pha   ,Phaeophyscia                            ,3.0,1,,119,2009-01-12 12:44:43,
175532298010661,2005,6,2704,2005,Mid-Atlantic                            ,Fpusor,Flavopunctelia                          ,1.0,1,soredica                                ,114,2009-01-12 12:44:51,
175532300010661,2005,6,3208,2005,Mid-Atlantic                            ,Htrliv,Hypotrachyna                            ,3.0,1,livida                                  ,114,2009-01-12 12:44:51,
175532304010661,2005,6,4202,2005,Mid-Atlantic                            ,Myegal,Myelochroa                              ,11.0,4,galbina                                 ,114,2009-01-12 12:44:51,
175532311010661,2005,6,5303,2005,Mid-Atlantic                            ,Pmochi,Parmotrema                              ,2.0,1,chinense                                ,114,2009-01-12 12:44:51,
175532317010661,2005,6,5613,2005,Mid-Atlantic                            ,Phapus,Phaeophyscia                            ,28.0,9,pusilloides                             ,114,2009-01-12 12:44:51,
175532326010661,2005,6,5901,2005,Mid-Atlantic                            ,Phodet,Physconia                               ,1.0,1,detersa                                 ,114,2009-01-12 12:44:51,
175531210010661,2001,1,1006,2001,Northeastern                            ,Cetcil,Cetraria                                ,14.0,18,ciliaris                                ,40,2009-01-12 12:44:14,
175531217010661,2001,1,1181,2001,Northeastern                            ,Cldran,Cladonia                                ,3.0,5,rangiferina                             ,40,2009-01-12 12:44:14,
175531234010661,2001,1,3631,2001,Northeastern                            ,Lepsat,Leptogium                               ,1.0,3,saturninum                              ,40,2009-01-12 12:44:14,
175531543010661,2002,1,2702,2002,Northeastern                            ,Fpufla,Flavopunctelia                          ,5.0,2,flaventior                              ,91,2009-01-12 12:44:25,
175531558010661,2002,1,3905,2002,Northeastern                            ,Lobpul,Lobaria                                 ,43.0,20,pulmonaria                              ,91,2009-01-12 12:44:25,
175531563010661,2002,1,4008,2002,Northeastern                            ,Melhal,Melanohalea                             ,15.0,7,halei                                   ,91,2009-01-12 12:44:25,
175531565010661,2002,1,4013,2002,Northeastern                            ,Melsep,Melanohalea                             ,52.0,23,septentrionalis                         ,91,2009-01-12 12:44:25,
175531566010661,2002,1,4015,2002,Northeastern                            ,Melsub,Melanelixia                             ,160.0,65,subaurifera                             ,91,2009-01-12 12:44:25,
175531578010661,2002,1,5201,2002,Northeastern                            ,Popamb,Parmeliopsis                            ,13.0,5,ambigua                                 ,91,2009-01-12 12:44:25,
43858468020004,2010,3,1021,2010,Interior West                           ,Cetweb,Tuckermanella                           ,2.0,1,weberi                                  ,120,2012-06-19 19:07:48,
43858469020004,2010,3,1200,2010,Interior West                           ,Cla   ,Cladonia                                ,1.0,1,,120,2012-06-19 19:07:48,
43858470020004,2010,3,1208,2010,Interior West                           ,Clacar,Cladonia                                ,1.0,1,carneola                                ,120,2012-06-19 19:07:48,
43858471020004,2010,3,1210,2010,Interior West                           ,Clachl,Cladonia                                ,7.0,3,chlorophaea                             ,120,2012-06-19 19:07:48,
43858472020004,2010,3,1217,2010,Interior West                           ,Clafim,Cladonia                                ,12.0,6,fimbriata                               ,120,2012-06-19 19:07:48,
43858473020004,2010,3,1228,2010,Interior West                           ,Claoch,Cladonia                                ,16.0,7,ochrochlora                             ,120,2012-06-19 19:07:48,
43858474020004,2010,3,1233,2010,Interior West                           ,Clapyx,Cladonia                                ,3.0,1,pyxidata                                ,120,2012-06-19 19:07:48,
43858475020004,2010,3,1239,2010,Interior West                           ,Clasul,Cladonia                                ,2.0,1,sulphurina                              ,120,2012-06-19 19:07:48,
43858476020004,2010,3,1403,2010,Interior West                           ,Colcon,Collema                                 ,12.0,3,conglomeratum                           ,120,2012-06-19 19:07:48,
43858477020004,2010,3,1409,2010,Interior West                           ,Colfur,Collema                                 ,6.0,2,furfuraceum                             ,120,2012-06-19 19:07:48,
43858478020004,2010,3,2105,2010,Interior West                           ,Dircon,Dirinaria                               ,3.0,1,confusa                                 ,120,2012-06-19 19:07:48,
43858479020004,2010,3,2301,2010,Interior West                           ,Essida,Esslingeriana                           ,18.0,8,idahoensis                              ,120,2012-06-19 19:07:48,
43858480020004,2010,3,2401,2010,Interior West                           ,Evediv,Evernia                                 ,1.0,1,divaricata                              ,120,2012-06-19 19:07:48,
43858481020004,2010,3,2404,2010,Interior West                           ,Evepru,Evernia                                 ,37.0,13,prunastri                               ,120,2012-06-19 19:07:48,
43858482020004,2010,3,2702,2010,Interior West                           ,Fpufla,Flavopunctelia                          ,13.0,3,flaventior                              ,120,2012-06-19 19:07:48,
43858483020004,2010,3,2703,2010,Interior West                           ,Fpupra,Flavopunctelia                          ,3.0,1,praesignis                              ,120,2012-06-19 19:07:48,
43858484020004,2010,3,2704,2010,Interior West                           ,Fpusor,Flavopunctelia                          ,67.0,22,soredica                                ,120,2012-06-19 19:07:48,
43858485020004,2010,3,2813,2010,Interior West                           ,Hethyp,Heterodermia                            ,3.0,1,hypoleuca                               ,120,2012-06-19 19:07:48,
43858486020004,2010,3,2820,2010,Interior West                           ,Hetrug,Heterodermia                            ,3.0,1,rugulosa                                ,120,2012-06-19 19:07:48,
43858487020004,2010,3,3101,2010,Interior West                           ,Hypapi,Hypogymnia                              ,3.0,1,apinnata                                ,120,2012-06-19 19:07:48,
43858488020004,2010,3,3102,2010,Interior West                           ,Hypaus,Hypogymnia                              ,7.0,3,austerodes                              ,120,2012-06-19 19:07:48,
43858489020004,2010,3,3105,2010,Interior West                           ,Hypent,Hypogymnia                              ,17.0,5,enteromorpha                            ,120,2012-06-19 19:07:48,
43858490020004,2010,3,3108,2010,Interior West                           ,Hypims,Hypogymnia                              ,122.0,34,imshaugii                               ,120,2012-06-19 19:07:48,
43858491020004,2010,3,3109,2010,Interior West                           ,Hypina,Hypogymnia                              ,2.0,2,inactiva                                ,120,2012-06-19 19:07:48,
43858492020004,2010,3,3112,2010,Interior West                           ,Hypmet,Hypogymnia                              ,42.0,13,metaphysodes                            ,120,2012-06-19 19:07:48,
43858493020004,2010,3,3114,2010,Interior West                           ,Hypocc,Hypogymnia                              ,42.0,12,occidentalis                            ,120,2012-06-19 19:07:48,
43858494020004,2010,3,3116,2010,Interior West                           ,Hypphy,Hypogymnia                              ,94.0,28,physodes                                ,120,2012-06-19 19:07:48,
43858495020004,2010,3,3121,2010,Interior West                           ,Hyptub,Hypogymnia                              ,64.0,19,tubulosa                                ,120,2012-06-19 19:07:48,
43858496020004,2010,3,3208,2010,Interior West                           ,Htrliv,Hypotrachyna                            ,3.0,1,livida                                  ,120,2012-06-19 19:07:48,
43858497020004,2010,3,3214,2010,Interior West                           ,Htrpul,Hypotrachyna                            ,3.0,1,pulvinata                               ,120,2012-06-19 19:07:48,
175531595010661,2002,1,5723,2002,Northeastern                            ,Physte,Physcia                                 ,69.0,31,stellaris                               ,91,2009-01-12 12:44:25,
175531598010661,2002,1,5901,2002,Northeastern                            ,Phodet,Physconia                               ,53.0,23,detersa                                 ,91,2009-01-12 12:44:25,
175531604010661,2002,1,6702,2002,Northeastern                            ,Punbol,Punctelia                               ,1.0,1,bolliana                                ,91,2009-01-12 12:44:25,
175531606010661,2002,1,6711,2002,Northeastern                            ,Punsub,Punctelia                               ,21.0,10,subrudecta                              ,91,2009-01-12 12:44:25,
175531956010661,2003,1,6901,2003,Northeastern                            ,Ramame,Ramalina                                ,27.0,10,americana                               ,115,2009-01-12 12:44:34,
175531965010661,2003,1,8034,2003,Northeastern                            ,Usnful,Usnea                                   ,4.0,2,fulvoreagens                            ,115,2009-01-12 12:44:34,
175531967010661,2003,1,8041,2003,Northeastern                            ,Usnhir,Usnea                                   ,28.0,10,hirta                                   ,115,2009-01-12 12:44:34,
175531974010661,2003,1,8076,2003,Northeastern                            ,Usnssc,Usnea                                   ,2.0,1,subscabrosa                             ,115,2009-01-12 12:44:34,
175531980010661,2003,1,8301,2003,Northeastern                            ,Cndcon,Candelaria                              ,89.0,30,concolor                                ,115,2009-01-12 12:44:34,
175531859010661,2003,1,1002,2003,Northeastern                            ,Cetaur,Cetraria                                ,10.0,4,aurescens                               ,115,2009-01-12 12:44:34,
175531863010661,2003,1,1013,2003,Northeastern                            ,Cetorb,Cetraria                                ,84.0,27,orbata                                  ,115,2009-01-12 12:44:34,
175531877010661,2003,1,1229,2003,Northeastern                            ,Clapar,Cladonia                                ,7.0,3,parasitica                              ,115,2009-01-12 12:44:34,
175531883010661,2003,1,1701,2003,Northeastern                            ,Dscint,Dendriscocaulon                         ,3.0,1,intricatulum                            ,115,2009-01-12 12:44:34,
175532332010661,2005,6,6900,2005,Mid-Atlantic                            ,Ram   ,Ramalina                                ,1.0,1,,114,2009-01-12 12:44:51,
43858498020004,2010,3,3215,2010,Interior West                           ,Htrpus,Hypotrachyna                            ,3.0,1,pustulifera                             ,120,2012-06-19 19:07:48,
43858499020004,2010,3,3302,2010,Interior West                           ,Imspla,Imshaugia                               ,14.0,4,placorodia                              ,120,2012-06-19 19:07:48,
43858500020004,2010,3,3616,2010,Interior West                           ,Lepfur,Leptogium                               ,4.0,2,pseudofurfuraceum                       ,120,2012-06-19 19:07:48,
43858501020004,2010,3,3631,2010,Interior West                           ,Lepsat,Leptogium                               ,5.0,2,saturninum                              ,120,2012-06-19 19:07:48,
43858502020004,2010,3,3701,2010,Interior West                           ,Letcol,Letharia                                ,34.0,10,columbiana                              ,120,2012-06-19 19:07:48,
43858503020004,2010,3,3702,2010,Interior West                           ,Letvul,Letharia                                ,113.0,36,vulpina                                 ,120,2012-06-19 19:07:48,
43858504020004,2010,3,3905,2010,Interior West                           ,Lobpul,Lobaria                                 ,7.0,3,pulmonaria                              ,120,2012-06-19 19:07:48,
43858505020004,2010,3,4000,2010,Interior West                           ,Mel   ,Melanelia                               ,3.0,1,,120,2012-06-19 19:07:48,
43858506020004,2010,3,4002,2010,Interior West                           ,Melele,Melanohalea                             ,99.0,29,elegantula                              ,120,2012-06-19 19:07:48,
43858507020004,2010,3,4004,2010,Interior West                           ,Melexl,Melanohalea                             ,150.0,43,exasperatula                            ,120,2012-06-19 19:07:48,
43858508020004,2010,3,4010,2010,Interior West                           ,Melmul,Melanohalea                             ,3.0,1,multispora                              ,120,2012-06-19 19:07:48,
43858509020004,2010,3,4014,2010,Interior West                           ,Melsar,Melanelixia                             ,3.0,1,subargentifera                          ,120,2012-06-19 19:07:48,
43858510020004,2010,3,4015,2010,Interior West                           ,Melsub,Melanelixia                             ,14.0,4,subaurifera                             ,120,2012-06-19 19:07:48,
43858511020004,2010,3,4016,2010,Interior West                           ,Melsel,Melanohalea                             ,12.0,3,subelegantula                           ,120,2012-06-19 19:07:48,
43858512020004,2010,3,4017,2010,Interior West                           ,Melsol,Melanohalea                             ,195.0,58,subolivacea                             ,120,2012-06-19 19:07:48,
43858513020004,2010,3,4407,2010,Interior West                           ,Neppar,Nephroma                                ,6.0,2,parile                                  ,120,2012-06-19 19:07:48,
43858514020004,2010,3,4408,2010,Interior West                           ,Nepres,Nephroma                                ,3.0,1,resupinatum                             ,120,2012-06-19 19:07:48,
43858515020004,2010,3,4551,2010,Interior West                           ,Nodabb,Nodobryoria                             ,84.0,27,abbreviata                              ,120,2012-06-19 19:07:48,
43858516020004,2010,3,4552,2010,Interior West                           ,Nodore,Nodobryoria                             ,12.0,3,oregana                                 ,120,2012-06-19 19:07:48,
43858517020004,2010,3,4800,2010,Interior West                           ,Par   ,Parmelia                                ,5.0,2,,120,2012-06-19 19:07:48,
43858518020004,2010,3,4802,2010,Interior West                           ,Parhyg,Parmelia                                ,36.0,11,hygrophila                              ,120,2012-06-19 19:07:48,
43858519020004,2010,3,4806,2010,Interior West                           ,Parsul,Parmelia                                ,95.0,29,sulcata                                 ,120,2012-06-19 19:07:48,
43858520020004,2010,3,5201,2010,Interior West                           ,Popamb,Parmeliopsis                            ,107.0,33,ambigua                                 ,120,2012-06-19 19:07:48,
43858521020004,2010,3,5202,2010,Interior West                           ,Pophyp,Parmeliopsis                            ,71.0,21,hyperopta                               ,120,2012-06-19 19:07:48,
43858522020004,2010,3,5503,2010,Interior West                           ,Pelcol,Peltigera                               ,3.0,1,collina                                 ,120,2012-06-19 19:07:48,
43858523020004,2010,3,5600,2010,Interior West                           ,Pha   ,Phaeophyscia                            ,3.0,1,,120,2012-06-19 19:07:48,
43858524020004,2010,3,5603,2010,Interior West                           ,Phacil,Phaeophyscia                            ,18.0,5,ciliata                                 ,120,2012-06-19 19:07:48,
43858525020004,2010,3,5605,2010,Interior West                           ,Phahir,Phaeophyscia                            ,62.0,19,hirsuta                                 ,120,2012-06-19 19:07:48,
43858526020004,2010,3,5607,2010,Interior West                           ,Phahis,Phaeophyscia                            ,9.0,3,hispidula                               ,120,2012-06-19 19:07:48,
43858527020004,2010,3,5611,2010,Interior West                           ,Phanig,Phaeophyscia                            ,32.0,10,nigricans                               ,120,2012-06-19 19:07:48,
43858528020004,2010,3,5612,2010,Interior West                           ,Phaorb,Phaeophyscia                            ,8.0,3,orbicularis                             ,120,2012-06-19 19:07:48,
43858529020004,2010,3,5701,2010,Interior West                           ,Phyads,Physcia                                 ,124.0,40,adscendens                              ,120,2012-06-19 19:07:48,
43858530020004,2010,3,5702,2010,Interior West                           ,Phyaip,Physcia                                 ,30.0,9,aipolia                                 ,120,2012-06-19 19:07:48,
43858531020004,2010,3,5705,2010,Interior West                           ,Phybiz,Physcia                                 ,89.0,28,biziana                                 ,120,2012-06-19 19:07:48,
43858532020004,2010,3,5710,2010,Interior West                           ,Phydim,Physcia                                 ,87.0,28,dimidiata                               ,120,2012-06-19 19:07:48,
43858533020004,2010,3,5711,2010,Interior West                           ,Phydub,Physcia                                 ,9.0,3,dubia                                   ,120,2012-06-19 19:07:48,
43858534020004,2010,3,5723,2010,Interior West                           ,Physte,Physcia                                 ,30.0,8,stellaris                               ,120,2012-06-19 19:07:48,
175532189010661,2004,1,8072,2004,Northeastern                            ,Usnsub,Usnea                                   ,13.0,4,subfloridana                            ,121,2009-01-12 12:44:43,
175531068010661,2000,1,6929,2000,Northeastern                            ,Ramroe,Ramalina                                ,3.0,4,roesleri                                ,49,2009-01-12 12:44:05,
175531075010661,2000,1,8041,2000,Northeastern                            ,Usnhir,Usnea                                   ,55.0,47,hirta                                   ,49,2009-01-12 12:44:05,
175531028010661,2000,1,3905,2000,Northeastern                            ,Lobpul,Lobaria                                 ,58.0,47,pulmonaria                              ,49,2009-01-12 12:44:05,
175531043010661,2000,1,5201,2000,Northeastern                            ,Popamb,Parmeliopsis                            ,16.0,18,ambigua                                 ,49,2009-01-12 12:44:05,
175531047010661,2000,1,5515,2000,Northeastern                            ,Pelhor,Peltigera                               ,2.0,2,horizontalis                            ,49,2009-01-12 12:44:05,
175530994010661,2000,1,614,2000,Northeastern                            ,Brynad,Bryoria                                 ,2.0,4,nadvornikiana                           ,49,2009-01-12 12:44:05,
175530997010661,2000,1,1002,2000,Northeastern                            ,Cetaur,Cetraria                                ,4.0,6,aurescens                               ,49,2009-01-12 12:44:05,
175531004010661,2000,1,1203,2000,Northeastern                            ,Clabac,Cladonia                                ,3.0,2,bacillaris                              ,49,2009-01-12 12:44:05,
175531007010661,2000,1,1211,2000,Northeastern                            ,Clacon,Cladonia                                ,38.0,33,coniocraea                              ,49,2009-01-12 12:44:05,
175531019010661,2000,1,2601,2000,Northeastern                            ,Flacap,Flavoparmelia                           ,42.0,35,caperata                                ,49,2009-01-12 12:44:05,
175531249010661,2001,1,4804,2001,Northeastern                            ,Parsax,Parmelia                                ,4.0,3,saxatilis                               ,40,2009-01-12 12:44:14,
175531250010661,2001,1,4805,2001,Northeastern                            ,Parsqu,Parmelia                                ,69.0,55,squarrosa                               ,40,2009-01-12 12:44:14,
175531255010661,2001,1,5603,2001,Northeastern                            ,Phacil,Phaeophyscia                            ,6.0,5,ciliata                                 ,40,2009-01-12 12:44:14,
175531270010661,2001,1,6910,2001,Northeastern                            ,Ramdil,Ramalina                                ,8.0,10,dilacerata                              ,40,2009-01-12 12:44:14,
175531276010661,2001,1,8063,2001,Northeastern                            ,Usnrub,Usnea                                   ,2.0,3,rubicunda                               ,40,2009-01-12 12:44:14,
175531508010661,2002,1,614,2002,Northeastern                            ,Brynad,Bryoria                                 ,38.0,15,nadvornikiana                           ,91,2009-01-12 12:44:25,
175531512010661,2002,1,1006,2002,Northeastern                            ,Cetcil,Cetraria                                ,6.0,2,ciliaris                                ,91,2009-01-12 12:44:25,
175531513010661,2002,1,1012,2002,Northeastern                            ,Cetoak,Cetraria                                ,71.0,34,oakesiana                               ,91,2009-01-12 12:44:25,
175531515010661,2002,1,1015,2002,Northeastern                            ,Cetpin,Cetraria                                ,23.0,15,pinastri                                ,91,2009-01-12 12:44:25,
175531525010661,2002,1,1214,2002,Northeastern                            ,Clacyl,Cladonia                                ,8.0,3,cylindrica                              ,91,2009-01-12 12:44:25,
175531531010661,2002,1,1233,2002,Northeastern                            ,Clapyx,Cladonia                                ,4.0,2,pyxidata                                ,91,2009-01-12 12:44:25,
175531208010661,2001,1,1001,2001,Northeastern                            ,Cetame,Cetraria                                ,7.0,13,americana                               ,40,2009-01-12 12:44:14,
175531216010661,2001,1,1104,2001,Northeastern                            ,Celoli,Cetrelia                                ,9.0,13,olivetorum                              ,40,2009-01-12 12:44:14,
175531218010661,2001,1,1211,2001,Northeastern                            ,Clacon,Cladonia                                ,15.0,15,coniocraea                              ,40,2009-01-12 12:44:14,
175531220010661,2001,1,1229,2001,Northeastern                            ,Clapar,Cladonia                                ,2.0,3,parasitica                              ,40,2009-01-12 12:44:14,
175531222010661,2001,1,1236,2001,Northeastern                            ,Clasqu,Cladonia                                ,8.0,8,squamosa                                ,40,2009-01-12 12:44:14,
175531224010661,2001,1,1415,2001,Northeastern                            ,Colsub,Collema                                 ,7.0,8,subflaccidum                            ,40,2009-01-12 12:44:14,
175531236010661,2001,1,3905,2001,Northeastern                            ,Lobpul,Lobaria                                 ,44.0,48,pulmonaria                              ,40,2009-01-12 12:44:14,
175531537010661,2002,1,1415,2002,Northeastern                            ,Colsub,Collema                                 ,6.0,2,subflaccidum                            ,91,2009-01-12 12:44:25,
175531545010661,2002,1,2800,2002,Northeastern                            ,Het   ,Heterodermia                            ,1.0,1,,91,2009-01-12 12:44:25,
175531549010661,2002,1,3116,2002,Northeastern                            ,Hypphy,Hypogymnia                              ,189.0,71,physodes                                ,91,2009-01-12 12:44:25,
175531552010661,2002,1,3301,2002,Northeastern                            ,Imsale,Imshaugia                               ,37.0,16,aleurites                               ,91,2009-01-12 12:44:25,
175531557010661,2002,1,3631,2002,Northeastern                            ,Lepsat,Leptogium                               ,2.0,1,saturninum                              ,91,2009-01-12 12:44:25,
175531568010661,2002,1,4201,2002,Northeastern                            ,Myeaur,Myelochroa                              ,47.0,20,aurulenta                               ,91,2009-01-12 12:44:25,
175531571010661,2002,1,4800,2002,Northeastern                            ,Par   ,Parmelia                                ,2.0,1,,91,2009-01-12 12:44:25,
175531572010661,2002,1,4801,2002,Northeastern                            ,Parfer,Parmelia                                ,3.0,1,fertilis                                ,91,2009-01-12 12:44:25,
175531573010661,2002,1,4804,2002,Northeastern                            ,Parsax,Parmelia                                ,5.0,2,saxatilis                               ,91,2009-01-12 12:44:25,
175531574010661,2002,1,4805,2002,Northeastern                            ,Parsqu,Parmelia                                ,113.0,43,squarrosa                               ,91,2009-01-12 12:44:25,
43858535020004,2010,3,5801,2010,Interior West                           ,Pclchl,Physciella                              ,39.0,12,chloantha                               ,120,2012-06-19 19:07:48,
43858536020004,2010,3,5803,2010,Interior West                           ,Pclnep,Physciella                              ,6.0,3,nepalensis                              ,120,2012-06-19 19:07:48,
43858537020004,2010,3,5903,2010,Interior West                           ,Phoent,Physconia                               ,3.0,1,enteroxantha                            ,120,2012-06-19 19:07:48,
43858538020004,2010,3,5906,2010,Interior West                           ,Phoper,Physconia                               ,3.0,1,perisidiosa                             ,120,2012-06-19 19:07:48,
43858539020004,2010,3,5909,2010,Interior West                           ,Phoele,Physconia                               ,6.0,2,elegantula                              ,120,2012-06-19 19:07:48,
43858540020004,2010,3,5910,2010,Interior West                           ,Phoame,Physconia                               ,5.0,2,americana                               ,120,2012-06-19 19:07:48,
43858541020004,2010,3,6101,2010,Interior West                           ,Plagla,Platismatia                             ,67.0,20,glauca                                  ,120,2012-06-19 19:07:48,
43858467020004,2010,3,1016,2010,Interior West                           ,Cetpla,Cetraria                                ,52.0,15,platyphylla                             ,120,2012-06-19 19:07:48,
43858542020004,2010,3,6105,2010,Interior West                           ,Plaste,Platismatia                             ,2.0,1,stenophylla                             ,120,2012-06-19 19:07:48,
43858543020004,2010,3,6303,2010,Interior West                           ,Pevint,Pseudevernia                            ,7.0,3,intensa                                 ,120,2012-06-19 19:07:48,
43858544020004,2010,3,6704,2010,Interior West                           ,Punhyp,Punctelia                               ,3.0,1,hypoleucites                            ,120,2012-06-19 19:07:48,
43858545020004,2010,3,6706,2010,Interior West                           ,Punper,Punctelia                               ,3.0,1,perreticulata                           ,120,2012-06-19 19:07:48,
43858546020004,2010,3,6910,2010,Interior West                           ,Ramdil,Ramalina                                ,3.0,1,dilacerata                              ,120,2012-06-19 19:07:48,
43858547020004,2010,3,6912,2010,Interior West                           ,Ramfar,Ramalina                                ,13.0,4,farinacea                               ,120,2012-06-19 19:07:48,
43858548020004,2010,3,6927,2010,Interior West                           ,Rampol,Ramalina                                ,3.0,1,pollinaria                              ,120,2012-06-19 19:07:48,
43858549020004,2010,3,6930,2010,Interior West                           ,Ramsin,Ramalina                                ,5.0,2,sinensis                                ,120,2012-06-19 19:07:48,
43858550020004,2010,3,6934,2010,Interior West                           ,Ramsle,Ramalina                                ,3.0,1,subleptocarpha                          ,120,2012-06-19 19:07:48,
43858551020004,2010,3,6937,2010,Interior West                           ,Ramthr,Ramalina                                ,2.0,1,thrausta                                ,120,2012-06-19 19:07:48,
